,재비산먼지 평균농도(㎍/㎥)
6690,2.0
6691,14.0
6692,8.0
6693,3.0
6694,24.0
6695,13.0
6696,11.0
6697,11.0
6698,6.0
6699,12.0
6700,34.0
6701,3.0
6702,10.0
6703,4.0
6704,22.0
6705,5.0
6706,4.0
6707,11.0
6708,6.0
6709,6.0
6710,13.0
6711,8.0
6712,7.0
6713,2.0
6714,4.0
6715,4.0
6716,4.0
6717,3.0
6718,6.0
6719,15.0
6720,9.0
6721,3.0
6722,2.0
6723,4.0
6724,3.0
6725,2.0
6726,3.0
6727,49.0
6728,12.0
6729,13.0
6730,16.0
6731,39.0
6732,14.0
6733,3.0
6734,20.0
6735,106.0
6736,32.0
6737,12.0
6738,5.0
6739,3.0
6740,2.0
6741,2.0
6742,4.0
6743,114.0
6744,1.0
6745,18.0
6746,2.0
6747,3.0
6748,4.0
6749,9.0
6750,4.0
6751,12.0
6752,2.0
6753,3.0
6754,7.0
6755,7.0
6756,3.0
6757,14.0
6758,9.0
6759,15.0
6760,7.0
6761,6.0
6762,6.0
6763,6.0
6764,6.0
6765,10.0
6766,10.0
6767,8.0
6768,8.0
6769,8.0
6770,7.0
6771,7.0
6772,5.0
6773,8.0
6774,12.0
6775,8.0
6776,8.0
6777,7.0
6778,10.0
6779,9.0
6780,11.0
6781,58.0
6782,5.0
6783,6.0
6784,7.0
6785,8.0
6786,9.0
6787,6.0
6788,6.0
6789,7.0
6790,6.0
6791,9.0
6792,16.0
6793,5.0
6794,6.0
6795,6.0
6796,5.0
6797,4.0
6798,2.0
6799,19.0
6800,5.0
6801,23.0
6802,23.0
6803,27.0
6804,25.0
6805,5.0
6806,5.0
6807,7.0
6808,4.0
6809,4.0
6810,22.0
6811,6.0
6812,7.0
6813,6.0
6814,10.0
6815,18.0
6816,5.0
6817,7.0
6818,8.0
6819,13.0
6820,13.0
6821,8.0
6822,9.0
6823,2.0
6824,1.0
6825,15.0
6826,7.0
6827,2.0
6828,4.0
6829,5.0
6830,10.0
6831,3.0
6832,3.0
6833,5.0
6834,7.0
6835,2.0
6836,4.0
6837,13.0
6838,13.0
6839,10.0
6840,8.0
6841,6.0
6842,5.0
6843,5.0
6844,5.0
6845,7.0
6846,2.0
6847,11.0
6848,4.0
6849,5.0
6850,5.0
6851,1.0
6852,7.0
6853,18.0
6854,40.0
6855,46.0
6856,18.0
6857,25.0
6858,20.0
6859,10.0
6860,8.0
6861,7.0
6862,7.0
6863,5.0
6864,7.0
6865,10.0
6866,5.0
6867,7.0
6868,7.0
6869,7.0
6870,5.0
6871,7.0
6872,5.0
6873,7.0
6874,5.0
6875,3.0
6876,8.0
6877,7.0
6878,17.0
6879,10.0
6880,7.0
6881,2.0
6882,39.0
6883,8.0
6884,9.0
6885,3.0
6886,16.0
6887,2.0
6888,2.0
6889,12.0
6890,11.0
6891,7.0
6892,10.0
6893,4.0
6894,10.0
6895,6.0
6896,5.0
6897,7.0
6898,158.0
6899,9.0
6900,8.0
6901,7.0
6902,7.0
6903,6.0
6904,4.0
6905,11.0
6906,8.0
6907,6.0
6908,14.0
6909,33.0
6910,9.0
6911,11.0
6912,6.0
6913,11.0
6914,7.0
6915,4.0
6916,6.0
6917,13.0
6918,32.0
6919,55.0
6920,7.0
6921,11.0
6922,13.0
6923,19.0
6924,3.0
6925,25.0
6926,33.0
6927,128.0
6928,32.0
6929,27.0
6930,22.0
6931,22.0
6932,11.0
6933,15.0
6934,8.0
6935,12.0
6936,16.0
6937,13.0
6938,13.0
6939,15.0
6940,16.0
6941,7.0
6942,10.0
6943,8.0
6944,13.0
6945,14.0
6946,44.0
6947,14.0
6948,23.0
6949,12.0
6950,8.0
6951,13.0
6952,7.0
6953,6.0
6954,6.0
6955,1.0
6956,23.0
6957,10.0
6958,17.0
6959,9.0
6960,25.0
6961,11.0
6962,8.0
6963,21.0
6964,20.0
6965,12.0
6966,13.0
6967,18.0
6968,15.0
6969,28.0
6970,51.0
6971,48.0
6972,13.0
6973,12.0
6974,18.0
6975,18.0
6976,29.0
6977,16.0
6978,19.0
6979,74.0
6980,9.0
6981,19.0
6982,18.0
6983,9.0
6984,8.0
6985,9.0
6986,7.0
6987,9.0
6988,7.0
6989,13.0
6990,11.0
6991,20.0
6992,6.0
6993,7.0
6994,4.0
6995,10.0
6996,5.0
6997,5.0
6998,5.0
6999,36.0
7000,2.0
7001,1.0
7002,4.0
7003,5.0
7004,11.0
7005,9.0
7006,4.0
7007,13.0
7008,28.0
7009,6.0
7010,15.0
7011,2.0
7012,14.0
7013,11.0
7014,9.0
7015,10.0
7016,12.0
7017,7.0
7018,8.0
7019,7.0
7020,10.0
7021,6.0
7022,11.0
7023,10.0
7024,12.0
7025,12.0
7026,16.0
7027,7.0
7028,16.0
7029,10.0
7030,4.0
7031,4.0
7032,9.0
7033,8.0
7034,6.0
7035,5.0
7036,11.0
7037,6.0
7038,4.0
7039,8.0
7040,7.0
7041,5.0
7042,7.0
7043,4.0
7044,5.0
7045,5.0
7046,29.0
7047,5.0
7048,4.0
7049,6.0
7050,5.0
7051,5.0
7052,17.0
7053,28.0
7054,6.0
7055,7.0
7056,21.0
7057,29.0
7058,5.0
7059,7.0
7060,19.0
7061,8.0
7062,6.0
7063,32.0
7064,5.0
7065,7.0
7066,9.0
7067,7.0
7068,11.0
7069,71.0
7070,7.0
7071,20.0
7072,18.0
7073,13.0
7074,39.0
7075,32.0
7076,12.0
7077,9.0
7078,9.0
7079,5.0
7080,11.0
7081,7.0
7082,12.0
7083,10.0
7084,8.0
7085,33.0
7086,17.0
7087,7.0
7088,9.0
7089,17.0
7090,40.0
7091,5.0
7092,5.0
7093,5.0
7094,24.0
7095,17.0
7096,14.0
7097,17.0
7098,22.0
7099,12.0
7100,9.0
7101,7.0
7102,16.0
7103,4.0
7104,4.0
7105,9.0
7106,8.0
7107,4.0
7108,5.0
7109,6.0
7110,6.0
7111,8.0
7112,21.0
7113,12.0
7114,6.0
7115,6.0
7116,15.0
7117,33.0
7118,7.0
7119,6.0
7120,7.0
7121,15.0
7122,20.0
7123,9.0
7124,10.0
7125,33.0
7126,72.0
7127,7.0
7128,11.0
7129,9.0
7130,8.0
7131,5.0
7132,25.0
7133,40.0
7134,6.0
7135,8.0
7136,10.0
7137,9.0
7138,5.0
7139,38.0
7140,3.0
7141,4.0
7142,7.0
7143,15.0
7144,6.0
7145,11.0
7146,8.0
7147,4.0
7148,22.0
7149,5.0
7150,7.0
7151,42.0
7152,14.0
7153,7.0
7154,5.0
7155,23.0
7156,13.0
7157,16.0
7158,6.0
7159,7.0
7160,47.0
7161,23.0
7162,45.0
7163,21.0
7164,10.0
7165,24.0
7166,8.0
7167,15.0
7168,12.0
7169,10.0
7170,15.0
7171,14.0
7172,12.0
7173,14.0
7174,10.0
7175,9.0
7176,24.0
7177,13.0
7178,19.0
7179,12.0
7180,6.0
7181,19.0
7182,7.0
7183,9.0
7184,6.0
7185,5.0
7186,5.0
7187,8.0
7188,7.0
7189,25.0
7190,11.0
7191,11.0
7192,5.0
7193,36.0
7194,8.0
7195,9.0
7196,52.0
7197,15.0
7198,23.0
7199,5.0
7200,6.0
7201,6.0
7202,6.0
7203,8.0
7204,16.0
7205,15.0
7206,25.0
7207,49.0
7208,41.0
7209,31.0
7210,72.0
7211,66.0
7212,28.0
7213,24.0
7214,39.0
7215,7.0
7216,14.0
7217,8.0
7218,14.0
7219,9.0
7220,5.0
7221,23.0
7222,4.0
7223,16.0
7224,5.0
7225,5.0
7226,15.0
7227,5.0
7228,5.0
7229,4.0
7230,14.0
7231,8.0
7232,6.0
7233,5.0
7234,7.0
7235,21.0
7236,9.0
7237,6.0
7238,5.0
7239,6.0
7240,6.0
7241,5.0
7242,18.0
7243,5.0
7244,34.0
7245,6.0
7246,10.0
7247,10.0
7248,8.0
7249,4.0
7250,12.0
7251,14.0
7252,11.0
7253,4.0
7254,9.0
7255,5.0
7256,9.0
7257,14.0
7258,6.0
7259,4.0
7260,12.0
7261,14.0
7262,14.0
7263,27.0
7264,28.0
7265,17.0
7266,109.0
7267,7.0
7268,16.0
7269,14.0
7270,20.0
7271,5.0
7272,13.0
7273,9.0
7274,6.0
7275,6.0
7276,7.0
7277,3.0
7278,8.0
7279,4.0
7280,15.0
7281,11.0
7282,13.0
7283,60.0
7284,9.0
7285,6.0
7286,4.0
7287,20.0
7288,5.0
7289,17.0
7290,13.0
7291,8.0
7292,6.0
7293,42.0
7294,12.0
7295,6.0
7296,16.0
7297,31.0
7298,13.0
7299,18.0
7300,7.0
7301,10.0
7302,13.0
7303,6.0
7304,9.0
7305,6.0
7306,10.0
7307,5.0
7308,6.0
7309,11.0
7310,8.0
7311,4.0
7312,5.0
7313,7.0
7314,8.0
7315,15.0
7316,10.0
7317,10.0
7318,16.0
7319,11.0
7320,16.0
7321,5.0
7322,11.0
7323,10.0
7324,15.0
7325,19.0
7326,9.0
7327,25.0
7328,9.0
7329,10.0
7330,9.0
7331,7.0
7332,9.0
7333,4.0
7334,8.0
7335,6.0
7336,6.0
7337,10.0
7338,35.0
7339,35.0
7340,63.0
7341,64.0
7342,92.0
7343,18.0
7344,40.0
7345,47.0
7346,24.0
7347,15.0
7348,35.0
7349,17.0
7350,20.0
7351,8.0
7352,6.0
7353,11.0
7354,12.0
7355,13.0
7356,7.0
7357,10.0
7358,11.0
7359,16.0
7360,6.0
7361,17.0
7362,10.0
7363,13.0
7364,17.0
7365,8.0
7366,8.0
7367,7.0
7368,3.0
7369,6.0
7370,6.0
7371,6.0
7372,14.0
7373,12.0
7374,3.0
7375,26.0
7376,20.0
7377,7.0
7378,7.0
7379,6.0
7380,143.0
7381,10.0
7382,8.0
7383,5.0
7384,9.0
7385,14.0
7386,26.0
7387,6.0
7388,5.0
7389,9.0
7390,9.0
7391,8.0
7392,6.0
7393,7.0
7394,7.0
7395,5.0
7396,9.0
7397,4.0
7398,6.0
7399,4.0
7400,8.0
7401,7.0
7402,6.0
7403,10.0
7404,13.0
7405,13.0
7406,54.0
7407,18.0
7408,34.0
7409,13.0
7410,37.0
7411,23.0
7412,14.0
7413,21.0
7414,17.0
7415,57.0
7416,6.0
7417,65.0
7418,8.0
7419,6.0
7420,10.0
7421,14.0
7422,18.0
7423,22.0
7424,5.0
7425,6.0
7426,8.0
7427,10.0
7428,9.0
7429,8.0
7430,24.0
7431,13.0
7432,18.0
7433,4.0
7434,17.0
7435,27.0
7436,5.0
7437,7.0
7438,30.0
7439,19.0
7440,4.0
7441,9.0
7442,5.0
7443,8.0
7444,12.0
7445,5.0
7446,3.0
7447,5.0
7448,8.0
7449,6.0
7450,10.0
7451,12.0
7452,4.0
7453,21.0
7454,6.0
7455,12.0
7456,6.0
7457,6.0
7458,34.0
7459,9.0
7460,22.0
7461,11.0
7462,15.0
7463,3.0
7464,5.0
7465,4.0
7466,20.0
7467,2.0
7468,6.0
7469,37.0
7470,19.0
7471,6.0
7472,27.0
7473,22.0
7474,15.0
7475,15.0
7476,8.0
7477,8.0
7478,17.0
7479,19.0
7480,17.0
7481,12.0
7482,26.0
7483,22.0
7484,10.0
7485,17.0
7486,94.0
7487,4.0
7488,63.0
7489,8.0
7490,13.0
7491,5.0
7492,20.0
7493,33.0
7494,6.0
7495,6.0
7496,15.0
7497,15.0
7498,8.0
7499,35.0
7500,71.0
7501,80.0
7502,70.0
7503,103.0
7504,14.0
7505,86.0
7506,36.0
7507,96.0
7508,53.0
7509,12.0
7510,17.0
7511,12.0
7512,4.0
7513,6.0
7514,25.0
7515,12.0
7516,30.0
7517,5.0
7518,5.0
7519,22.0
7520,9.0
7521,14.0
7522,10.0
7523,15.0
7524,19.0
7525,8.0
7526,16.0
7527,55.0
7528,14.0
7529,36.0
7530,3.0
7531,119.0
7532,8.0
7533,12.0
7534,11.0
7535,25.0
7536,30.0
7537,27.0
7538,16.0
7539,14.0
7540,20.0
7541,12.0
7542,56.0
7543,10.0
7544,7.0
7545,42.0
7546,16.0
7547,7.0
7548,21.0
7549,32.0
7550,69.0
7551,49.0
7552,82.0
7553,50.0
7554,37.0
7555,11.0
7556,49.0
7557,26.0
7558,19.0
7559,31.0
7560,13.0
7561,69.0
7562,29.0
7563,34.0
7564,34.0
7565,46.0
7566,16.0
7567,29.0
7568,22.0
7569,21.0
7570,25.0
7571,19.0
7572,35.0
7573,16.0
7574,26.0
7575,70.0
7576,67.0
7577,15.0
7578,123.0
7579,143.0
7580,24.0
7581,51.0
7582,9.0
7583,17.0
7584,19.0
7585,13.0
7586,21.0
7587,14.0
7588,13.0
7589,18.0
7590,7.0
7591,11.0
7592,6.0
7593,14.0
7594,16.0
7595,27.0
7596,4.0
7597,169.20999999999913
7598,110.0
7599,129.0
7600,55.0
7601,88.0
7602,169.20999999999913
7603,147.0
7604,89.0
7605,40.0
7606,140.0
7607,106.0
7608,38.0
7609,27.0
7610,59.0
7611,15.0
7612,34.0
7613,15.0
7614,24.0
7615,35.0
7616,23.0
7617,39.0
7618,20.0
7619,32.0
7620,21.0
7621,27.0
7622,30.0
7623,5.0
7624,18.0
7625,85.0
7626,17.0
7627,35.0
7628,97.0
7629,46.0
7630,41.0
7631,18.0
7632,129.0
7633,11.0
7634,17.0
7635,5.0
7636,9.0
7637,22.0
7638,4.0
7639,18.0
7640,17.0
7641,19.0
7642,31.0
7643,21.0
7644,11.0
7645,18.0
7646,5.0
7647,27.0
7648,33.0
7649,62.0
7650,6.0
7651,4.0
7652,11.0
7653,169.20999999999913
7654,20.0
7655,31.0
7656,4.0
7657,5.0
7658,15.0
7659,1.0
7660,43.0
7661,12.0
7662,2.0
7663,12.0
7664,21.0
7665,30.0
7666,40.0
7667,24.0
7668,39.0
7669,38.0
7670,25.0
7671,16.0
7672,56.0
7673,51.0
7674,22.0
7675,14.0
7676,23.0
7677,20.0
7678,23.0
7679,7.0
7680,52.0
7681,7.0
7682,13.0
7683,164.0
7684,20.0
7685,12.0
7686,7.0
7687,42.0
7688,11.0
7689,8.0
7690,21.0
7691,5.0
7692,169.20999999999913
7693,14.0
7694,6.0
7695,8.0
7696,20.0
7697,26.0
7698,6.0
7699,13.0
7700,15.0
7701,14.0
7702,18.0
7703,18.0
7704,27.0
7705,17.0
7706,5.0
7707,27.0
7708,10.0
7709,18.0
7710,43.0
7711,15.0
7712,85.0
7713,107.0
7714,8.0
7715,6.0
7716,53.0
7717,13.0
7718,26.0
7719,26.0
7720,12.0
7721,44.0
7722,13.0
7723,45.0
7724,14.0
7725,108.0
7726,111.0
7727,69.0
7728,49.0
7729,58.0
7730,29.0
7731,28.0
7732,72.0
7733,32.0
7734,33.0
7735,26.0
7736,28.0
7737,27.0
7738,36.0
7739,24.0
7740,34.0
7741,16.0
7742,5.0
7743,101.0
7744,84.0
7745,45.0
7746,6.0
7747,40.0
7748,33.0
7749,49.0
7750,21.0
7751,25.0
7752,5.0
7753,4.0
7754,6.0
7755,12.0
7756,13.0
7757,9.0
7758,6.0
7759,5.0
7760,4.0
7761,12.0
7762,10.0
7763,8.0
7764,14.0
7765,15.0
7766,11.0
7767,23.0
7768,7.0
7769,9.0
7770,9.0
7771,15.0
7772,19.0
7773,100.0
7774,15.0
7775,5.0
7776,4.0
7777,6.0
7778,11.0
7779,17.0
7780,14.0
7781,20.0
7782,6.0
7783,16.0
7784,35.0
7785,151.0
7786,25.0
7787,40.0
7788,37.0
7789,114.0
7790,74.0
7791,86.0
7792,38.0
7793,116.0
7794,61.0
7795,41.0
7796,78.0
7797,75.0
7798,55.0
7799,116.0
7800,25.0
7801,21.0
7802,25.0
7803,33.0
7804,89.0
7805,82.0
7806,7.0
7807,23.0
7808,11.0
7809,20.0
7810,52.0
7811,23.0
7812,15.0
7813,12.0
7814,19.0
7815,33.0
7816,14.0
7817,25.0
7818,12.0
7819,30.0
7820,16.0
7821,22.0
7822,25.0
7823,21.0
7824,31.0
7825,32.0
7826,169.20999999999913
7827,12.0
7828,24.0
7829,39.0
7830,18.0
7831,37.0
7832,41.0
7833,76.0
7834,77.0
7835,7.0
7836,63.0
7837,22.0
7838,6.0
7839,58.0
7840,15.0
7841,65.0
7842,30.0
7843,9.0
7844,41.0
7845,96.0
7846,113.0
7847,169.20999999999913
7848,48.0
7849,53.0
7850,36.0
7851,169.20999999999913
7852,72.0
7853,43.0
7854,34.0
7855,40.0
7856,6.0
7857,16.0
7858,35.0
7859,19.0
7860,23.0
7861,80.0
7862,77.0
7863,33.0
7864,38.0
7865,29.0
7866,61.0
7867,33.0
7868,30.0
7869,41.0
7870,28.0
7871,29.0
7872,11.0
7873,23.0
7874,15.0
7875,7.0
7876,5.0
7877,8.0
7878,8.0
7879,8.0
7880,9.0
7881,11.0
7882,20.0
7883,18.0
7884,8.0
7885,7.0
7886,11.0
7887,14.0
7888,14.0
7889,77.0
7890,32.0
7891,62.0
7892,87.0
7893,105.0
7894,44.0
7895,79.0
7896,84.0
7897,36.0
7898,93.0
7899,82.0
7900,59.0
7901,129.0
7902,117.0
7903,27.0
7904,11.0
7905,3.0
7906,16.0
7907,17.0
7908,10.0
7909,22.0
7910,24.0
7911,15.0
7912,29.0
7913,6.0
7914,17.0
7915,5.0
7916,5.0
7917,14.0
7918,9.0
7919,27.0
7920,18.0
7921,6.0
7922,13.0
7923,21.0
7924,16.0
7925,33.0
7926,24.0
7927,23.0
7928,15.0
7929,39.0
7930,45.0
7931,55.0
7932,20.0
7933,9.0
7934,8.0
7935,7.0
7936,7.0
7937,15.0
7938,48.0
7939,11.0
7940,18.0
7941,9.0
7942,10.0
7943,10.0
7944,78.0
7945,21.0
7946,5.0
7947,75.0
7948,10.0
7949,62.0
7950,85.0
7951,27.0
7952,93.0
7953,33.0
7954,14.0
7955,30.0
7956,102.0
7957,24.0
7958,81.0
7959,22.0
7960,20.0
7961,3.0
7962,10.0
7963,17.0
7964,8.0
7965,4.0
7966,5.0
7967,13.0
7968,133.0
7969,26.0
7970,115.0
7971,67.0
7972,39.0
7973,29.0
7974,29.0
7975,25.0
7976,43.0
7977,10.0
7978,53.0
7979,51.0
7980,73.0
7981,79.0
7982,14.0
7983,41.0
7984,38.0
7985,73.0
7986,6.0
7987,5.0
7988,14.0
7989,51.0
7990,43.0
7991,44.0
7992,36.0
7993,61.0
7994,47.0
7995,48.0
7996,30.0
7997,38.0
7998,38.0
7999,29.0
8000,84.0
8001,30.0
8002,60.0
8003,25.0
8004,25.0
8005,18.0
8006,15.0
8007,16.0
8008,18.0
8009,17.0
8010,20.0
8011,14.0
8012,11.0
8013,5.0
8014,19.0
8015,8.0
8016,24.0
8017,9.0
8018,21.0
8019,26.0
8020,17.0
8021,13.0
8022,14.0
8023,12.0
8024,16.0
8025,13.0
8026,44.0
8027,110.0
8028,51.0
8029,77.0
8030,101.0
8031,137.0
8032,75.0
8033,81.0
8034,76.0
8035,75.0
8036,56.0
8037,52.0
8038,37.0
8039,36.0
8040,85.0
8041,41.0
8042,34.0
8043,88.0
8044,10.0
8045,12.0
8046,15.0
8047,10.0
8048,9.0
8049,38.0
8050,40.0
8051,49.0
8052,82.0
8053,76.0
8054,24.0
8055,54.0
8056,40.0
8057,41.0
8058,116.0
8059,132.0
8060,126.0
8061,128.0
8062,142.0
8063,139.0
8064,7.0
8065,3.0
8066,169.20999999999913
8067,142.0
8068,18.0
8069,137.0
8070,162.0
8071,169.20999999999913
8072,127.0
8073,169.20999999999913
8074,162.0
8075,169.20999999999913
8076,90.0
8077,169.20999999999913
8078,87.0
8079,81.0
8080,169.20999999999913
8081,109.0
8082,102.0
8083,67.0
8084,169.20999999999913
8085,48.0
8086,169.20999999999913
8087,169.20999999999913
8088,169.20999999999913
8089,123.0
8090,169.20999999999913
8091,169.20999999999913
8092,169.20999999999913
8093,169.20999999999913
8094,134.0
8095,165.0
8096,83.0
8097,26.0
8098,64.0
8099,51.0
8100,42.0
8101,66.0
8102,53.0
8103,76.0
8104,144.0
8105,37.0
8106,23.0
8107,9.0
8108,8.0
8109,6.0
8110,105.0
8111,7.0
8112,162.0
8113,155.0
8114,46.0
8115,104.0
8116,169.20999999999913
8117,7.0
8118,44.0
8119,50.0
8120,89.0
8121,40.0
8122,56.0
8123,67.0
8124,42.0
8125,35.0
8126,31.0
8127,38.0
8128,7.0
8129,5.0
8130,5.0
8131,6.0
8132,6.0
8133,8.0
8134,7.0
8135,7.0
8136,7.0
8137,12.0
8138,7.0
8139,5.0
8140,11.0
8141,15.0
8142,12.0
8143,69.0
8144,73.0
8145,37.0
8146,75.0
8147,128.0
8148,67.0
8149,169.20999999999913
8150,154.0
8151,104.0
8152,146.0
8153,27.0
8154,29.0
8155,167.0
8156,169.20999999999913
8157,169.20999999999913
8158,95.0
8159,64.0
8160,87.0
8161,34.0
8162,49.0
8163,29.0
8164,74.0
8165,48.0
8166,69.0
8167,37.0
8168,54.0
8169,78.0
8170,41.0
8171,110.0
8172,72.0
8173,51.0
8174,104.0
8175,24.0
8176,35.0
8177,34.0
8178,16.0
8179,38.0
8180,72.0
8181,34.0
8182,34.0
8183,47.0
8184,48.0
8185,42.0
8186,169.20999999999913
8187,66.0
8188,67.0
8189,90.0
8190,33.0
8191,34.0
8192,132.0
8193,69.0
8194,32.0
8195,13.0
8196,14.0
8197,29.0
8198,24.0
8199,32.0
8200,20.0
8201,15.0
8202,15.0
8203,19.0
8204,24.0
8205,19.0
8206,15.0
8207,20.0
8208,30.0
8209,18.0
8210,33.0
8211,24.0
8212,19.0
8213,10.0
8214,17.0
8215,21.0
8216,25.0
8217,11.0
8218,22.0
8219,12.0
8220,15.0
8221,21.0
8222,20.0
8223,17.0
8224,27.0
8225,23.0
8226,39.0
8227,34.0
8228,31.0
8229,21.0
8230,29.0
8231,21.0
8232,38.0
8233,22.0
8234,37.0
8235,43.0
8236,32.0
8237,16.0
8238,20.0
8239,22.0
8240,13.0
8241,10.0
8242,11.0
8243,19.0
8244,24.0
8245,28.0
8246,30.0
8247,10.0
8248,9.0
8249,30.0
8250,75.0
8251,64.0
8252,28.0
8253,23.0
8254,161.0
8255,64.0
8256,41.0
8257,50.0
8258,35.0
8259,50.0
8260,54.0
8261,17.0
8262,153.0
8263,96.0
8264,169.20999999999913
8265,120.0
8266,89.0
8267,156.0
8268,169.20999999999913
8269,25.0
8270,57.0
8271,26.0
8272,169.20999999999913
8273,169.20999999999913
8274,152.0
8275,45.0
8276,37.0
8277,47.0
8278,77.0
8279,32.0
